"sido_kr","sigungu_kr","sigungu_1_kr","sigungu_2_kr","sido_en","sigun_en","sigungu_1_en","sigungu_2_en","sdsgg_en","base_year","tax_exclude","adm2_code_new","adm2_code","sgg_population","sgg_housing","sgg_tax_global","sgg_tax_income","sgg_doj","sgg_dcee"
"전라북도","전주시 완산구","전주시","완산구","Jeollabuk-do","Jeonju-si","Wansan-gu","Wansan-gu Jeonju-si","Wansan-gu Jeonju-si Jeollabuk-do",2020,NA,35011,35011,35011,35011,"A1112","A1012","BVXX195",4200219
"전라북도","전주시 덕진구","전주시","덕진구","Jeollabuk-do","Jeonju-si","Deokjin-gu","Deokjin-gu Jeonju-si","Deokjin-gu Jeonju-si Jeollabuk-do",2020,NA,35012,35012,35012,35012,"A1112","A1012","BVXX194",4200220
"전라북도","군산시","군산시","군산시","Jeollabuk-do","Gunsan-si","Gunsan-si","Gunsan-si","Gunsan-si Jeollabuk-do",2020,NA,35020,35020,35020,35020,"A1102","A1002","BVXX184",4200221
"전라북도","익산시","익산시","익산시","Jeollabuk-do","Iksan-si","Iksan-si","Iksan-si","Iksan-si Jeollabuk-do",2020,NA,35030,35030,35030,35030,"A1109","A1009","BVXX191",4200222
"전라북도","정읍시","정읍시","정읍시","Jeollabuk-do","Jeongeup-si","Jeongeup-si","Jeongeup-si","Jeongeup-si Jeollabuk-do",2020,NA,35040,35040,35040,35040,"A1113","A1013","BVXX196",4200224
"전라북도","남원시","남원시","남원시","Jeollabuk-do","Namwon-si","Namwon-si","Namwon-si","Namwon-si Jeollabuk-do",2020,NA,35050,35050,35050,35050,"A1104","A1004","BVXX186",4200225
"전라북도","김제시","김제시","김제시","Jeollabuk-do","Gimje-si","Gimje-si","Gimje-si","Gimje-si Jeollabuk-do",2020,NA,35060,35060,35060,35060,"A1103","A1003","BVXX185",4200226
"전라북도","완주군","완주군","완주군","Jeollabuk-do","Wanju-gun","Wanju-gun","Wanju-gun","Wanju-gun Jeollabuk-do",2020,NA,35510,35310,35510,35510,"A1108","A1008","BVXX190",4200227
"전라북도","진안군","진안군","진안군","Jeollabuk-do","Jinan-gun","Jinan-gun","Jinan-gun","Jinan-gun Jeollabuk-do",2020,NA,35520,35320,35520,35520,"A1114","A1014","BVXX197",4200228
"전라북도","무주군","무주군","무주군","Jeollabuk-do","Muju-gun","Muju-gun","Muju-gun","Muju-gun Jeollabuk-do",2020,NA,35530,35330,35530,35530,"A1105","A1005","BVXX187",4200229
"전라북도","장수군","장수군","장수군","Jeollabuk-do","Jangsu-gun","Jangsu-gun","Jangsu-gun","Jangsu-gun Jeollabuk-do",2020,NA,35540,35340,35540,35540,"A1111","A1011","BVXX193",4200230
"전라북도","임실군","임실군","임실군","Jeollabuk-do","Imsil-gun","Imsil-gun","Imsil-gun","Imsil-gun Jeollabuk-do",2020,NA,35550,35350,35550,35550,"A1110","A1010","BVXX192",4200231
"전라북도","순창군","순창군","순창군","Jeollabuk-do","Sunchang-gun","Sunchang-gun","Sunchang-gun","Sunchang-gun Jeollabuk-do",2020,NA,35560,35360,35560,35560,"A1107","A1007","BVXX189",4200232
"전라북도","고창군","고창군","고창군","Jeollabuk-do","Gochang-gun","Gochang-gun","Gochang-gun","Gochang-gun Jeollabuk-do",2020,NA,35570,35370,35570,35570,"A1101","A1001","BVXX183",4200233
"전라북도","부안군","부안군","부안군","Jeollabuk-do","Buan-gun","Buan-gun","Buan-gun","Buan-gun Jeollabuk-do",2020,NA,35580,35380,35580,35580,"A1106","A1006","BVXX188",4200234
"전라남도","목포시","목포시","목포시","Jeollanam-do","Mokpo-si","Mokpo-si","Mokpo-si","Mokpo-si Jeollanam-do",2020,NA,36010,36010,36010,36010,"A1208","A1108","BVXX206",4200237
"전라남도","여수시","여수시","여수시","Jeollanam-do","Yeosu-si","Yeosu-si","Yeosu-si","Yeosu-si Jeollanam-do",2020,NA,36020,36020,36020,36020,"A1213","A1113","BVXX211",4200238
"전라남도","순천시","순천시","순천시","Jeollanam-do","Suncheon-si","Suncheon-si","Suncheon-si","Suncheon-si Jeollanam-do",2020,NA,36030,36030,36030,36030,"A1211","A1111","BVXX209",4200239
"전라남도","나주시","나주시","나주시","Jeollanam-do","Naju-si","Naju-si","Naju-si","Naju-si Jeollanam-do",2020,NA,36040,36040,36040,36040,"A1206","A1106","BVXX204",4200240
"전라남도","광양시","광양시","광양시","Jeollanam-do","Gwangyang-si","Gwangyang-si","Gwangyang-si","Gwangyang-si Jeollanam-do",2020,NA,36060,36060,36060,36060,"A1204","A1104","BVXX202",4200241
"전라남도","담양군","담양군","담양군","Jeollanam-do","Damyang-gun","Damyang-gun","Damyang-gun","Damyang-gun Jeollanam-do",2020,NA,36510,36310,36510,36510,"A1207","A1107","BVXX205",4200242
"전라남도","곡성군","곡성군","곡성군","Jeollanam-do","Gokseong-gun","Gokseong-gun","Gokseong-gun","Gokseong-gun Jeollanam-do",2020,NA,36520,36320,36520,36520,"A1203","A1103","BVXX201",4200243
"전라남도","구례군","구례군","구례군","Jeollanam-do","Gurye-gun","Gurye-gun","Gurye-gun","Gurye-gun Jeollanam-do",2020,NA,36530,36330,36530,36530,"A1205","A1105","BVXX203",4200244
"전라남도","고흥군","고흥군","고흥군","Jeollanam-do","Goheung-gun","Goheung-gun","Goheung-gun","Goheung-gun Jeollanam-do",2020,NA,36550,36350,36550,36550,"A1202","A1102","BVXX200",4200247
"전라남도","보성군","보성군","보성군","Jeollanam-do","Boseong-gun","Boseong-gun","Boseong-gun","Boseong-gun Jeollanam-do",2020,NA,36560,36360,36560,36560,"A1210","A1110","BVXX208",4200248
"전라남도","화순군","화순군","화순군","Jeollanam-do","Hwasun-gun","Hwasun-gun","Hwasun-gun","Hwasun-gun Jeollanam-do",2020,NA,36570,36370,36570,36570,"A1222","A1122","BVXX220",4200249
"전라남도","장흥군","장흥군","장흥군","Jeollanam-do","Jangheung-gun","Jangheung-gun","Jangheung-gun","Jangheung-gun Jeollanam-do",2020,NA,36580,36380,36580,36580,"A1218","A1118","BVXX216",4200250
"전라남도","강진군","강진군","강진군","Jeollanam-do","Gangjin-gun","Gangjin-gun","Gangjin-gun","Gangjin-gun Jeollanam-do",2020,NA,36590,36390,36590,36590,"A1201","A1101","BVXX199",4200251
"전라남도","해남군","해남군","해남군","Jeollanam-do","Haenam-gun","Haenam-gun","Haenam-gun","Haenam-gun Jeollanam-do",2020,NA,36600,36400,36600,36600,"A1221","A1121","BVXX219",4200252
"전라남도","영암군","영암군","영암군","Jeollanam-do","Yeongam-gun","Yeongam-gun","Yeongam-gun","Yeongam-gun Jeollanam-do",2020,NA,36610,36410,36610,36610,"A1215","A1115","BVXX213",4200253
"전라남도","무안군","무안군","무안군","Jeollanam-do","Muan-gun","Muan-gun","Muan-gun","Muan-gun Jeollanam-do",2020,NA,36620,36420,36620,36620,"A1209","A1109","BVXX207",4200254
"전라남도","함평군","함평군","함평군","Jeollanam-do","Hampyeong-gun","Hampyeong-gun","Hampyeong-gun","Hampyeong-gun Jeollanam-do",2020,NA,36630,36430,36630,36630,"A1220","A1120","BVXX218",4200255
"전라남도","영광군","영광군","영광군","Jeollanam-do","Yeonggwang-gun","Yeonggwang-gun","Yeonggwang-gun","Yeonggwang-gun Jeollanam-do",2020,NA,36640,36440,36640,36640,"A1214","A1114","BVXX212",4200256
"전라남도","장성군","장성군","장성군","Jeollanam-do","Jangseong-gun","Jangseong-gun","Jangseong-gun","Jangseong-gun Jeollanam-do",2020,NA,36650,36450,36650,36650,"A1217","A1117","BVXX215",4200257
"전라남도","완도군","완도군","완도군","Jeollanam-do","Wando-gun","Wando-gun","Wando-gun","Wando-gun Jeollanam-do",2020,NA,36660,36460,36660,36660,"A1216","A1116","BVXX214",4200258
"전라남도","진도군","진도군","진도군","Jeollanam-do","Jindo-gun","Jindo-gun","Jindo-gun","Jindo-gun Jeollanam-do",2020,NA,36670,36470,36670,36670,"A1219","A1119","BVXX217",4200259
"전라남도","신안군","신안군","신안군","Jeollanam-do","Sinan-gun","Sinan-gun","Sinan-gun","Sinan-gun Jeollanam-do",2020,NA,36680,36480,36680,36680,"A1212","A1112","BVXX210",4200260
"경상북도","포항시","포항시","","Gyeongsangbuk-do","Pohang-si","Pohang-si","Pohang-si","Pohang-si Gyeongsangbuk-do",2020,NA,37010,37010,37010,37010,"A1423","A1323",NA,NA
"경상북도","포항시 남구","포항시","남구","Gyeongsangbuk-do","Pohang-si","Nam-gu","Nam-gu Pohang-si","Nam-gu Pohang-si Gyeongsangbuk-do",2020,NA,37011,37011,37011,37011,"A1423","A1323","BVXX244",4200263
"경상북도","포항시 북구","포항시","북구","Gyeongsangbuk-do","Pohang-si","Buk-gu","Buk-gu Pohang-si","Buk-gu Pohang-si Gyeongsangbuk-do",2020,NA,37012,37012,37012,37012,"A1423","A1323","BVXX245",4200264
"경상북도","경주시","경주시","경주시","Gyeongsangbuk-do","Gyeongju-si","Gyeongju-si","Gyeongju-si","Gyeongju-si Gyeongsangbuk-do",2020,NA,37020,37020,37020,37020,"A1402","A1302","BVXX223",4200265
"경상북도","김천시","김천시","김천시","Gyeongsangbuk-do","Gimcheon-si","Gimcheon-si","Gimcheon-si","Gimcheon-si Gyeongsangbuk-do",2020,NA,37030,37030,37030,37030,"A1406","A1306","BVXX227",4200266
"경상북도","안동시","안동시","안동시","Gyeongsangbuk-do","Andong-si","Andong-si","Andong-si","Andong-si Gyeongsangbuk-do",2020,NA,37040,37040,37040,37040,"A1411","A1311","BVXX232",4200267
"경상북도","구미시","구미시","구미시","Gyeongsangbuk-do","Gumi-si","Gumi-si","Gumi-si","Gumi-si Gyeongsangbuk-do",2020,NA,37050,37050,37050,37050,"A1404","A1304","BVXX225",4200268
"경상북도","영주시","영주시","영주시","Gyeongsangbuk-do","Yeongju-si","Yeongju-si","Yeongju-si","Yeongju-si Gyeongsangbuk-do",2020,NA,37060,37060,37060,37060,"A1414","A1314","BVXX235",4200269
"경상북도","영천시","영천시","영천시","Gyeongsangbuk-do","Yeongcheon-si","Yeongcheon-si","Yeongcheon-si","Yeongcheon-si Gyeongsangbuk-do",2020,NA,37070,37070,37070,37070,"A1415","A1315","BVXX236",4200270
"경상북도","상주시","상주시","상주시","Gyeongsangbuk-do","Sangju-si","Sangju-si","Sangju-si","Sangju-si Gyeongsangbuk-do",2020,NA,37080,37080,37080,37080,"A1409","A1309","BVXX230",4200271
"경상북도","문경시","문경시","문경시","Gyeongsangbuk-do","Mungyeong-si","Mungyeong-si","Mungyeong-si","Mungyeong-si Gyeongsangbuk-do",2020,NA,37090,37090,37090,37090,"A1407","A1307","BVXX228",4200272
"경상북도","경산시","경산시","경산시","Gyeongsangbuk-do","Gyeongsan-si","Gyeongsan-si","Gyeongsan-si","Gyeongsan-si Gyeongsangbuk-do",2020,NA,37100,37100,37100,37100,"A1401","A1301","BVXX222",4200273
"경상북도","군위군","군위군","군위군","Gyeongsangbuk-do","Gunwi-gun","Gunwi-gun","Gunwi-gun","Gunwi-gun Gyeongsangbuk-do",2020,1,37510,37310,37310,37310,"","","BVXX226",4200274
"경상북도","의성군","의성군","의성군","Gyeongsangbuk-do","Uiseong-gun","Uiseong-gun","Uiseong-gun","Uiseong-gun Gyeongsangbuk-do",2020,NA,37520,37320,37520,37520,"A1419","A1319","BVXX240",4200275
"경상북도","청송군","청송군","청송군","Gyeongsangbuk-do","Cheongsong-gun","Cheongsong-gun","Cheongsong-gun","Cheongsong-gun Gyeongsangbuk-do",2020,NA,37530,37330,37530,37530,"A1421","A1321","BVXX242",4200276
"경상북도","영양군","영양군","영양군","Gyeongsangbuk-do","Yeongyang-gun","Yeongyang-gun","Yeongyang-gun","Yeongyang-gun Gyeongsangbuk-do",2020,NA,37540,37340,37540,37540,"A1413","A1313","BVXX234",4200277
"경상북도","영덕군","영덕군","영덕군","Gyeongsangbuk-do","Yeongdeok-gun","Yeongdeok-gun","Yeongdeok-gun","Yeongdeok-gun Gyeongsangbuk-do",2020,NA,37550,37350,37550,37550,"A1412","A1312","BVXX233",4200278
"경상북도","청도군","청도군","청도군","Gyeongsangbuk-do","Cheongdo-gun","Cheongdo-gun","Cheongdo-gun","Cheongdo-gun Gyeongsangbuk-do",2020,NA,37560,37360,37560,37560,"A1420","A1320","BVXX241",4200279
"경상북도","고령군","고령군","고령군","Gyeongsangbuk-do","Goryeong-gun","Goryeong-gun","Goryeong-gun","Goryeong-gun Gyeongsangbuk-do",2020,NA,37570,37370,37570,37570,"A1403","A1303","BVXX224",4200280
"경상북도","성주군","성주군","성주군","Gyeongsangbuk-do","Seongju-gun","Seongju-gun","Seongju-gun","Seongju-gun Gyeongsangbuk-do",2020,NA,37580,37380,37580,37580,"A1410","A1310","BVXX231",4200281
"경상북도","칠곡군","칠곡군","칠곡군","Gyeongsangbuk-do","Chilgok-gun","Chilgok-gun","Chilgok-gun","Chilgok-gun Gyeongsangbuk-do",2020,NA,37590,37390,37590,37590,"A1422","A1322","BVXX243",4200282
"경상북도","예천군","예천군","예천군","Gyeongsangbuk-do","Yecheon-gun","Yecheon-gun","Yecheon-gun","Yecheon-gun Gyeongsangbuk-do",2020,NA,37600,37400,37600,37600,"A1416","A1316","BVXX237",4200283
"경상북도","봉화군","봉화군","봉화군","Gyeongsangbuk-do","Bonghwa-gun","Bonghwa-gun","Bonghwa-gun","Bonghwa-gun Gyeongsangbuk-do",2020,NA,37610,37410,37610,37610,"A1408","A1308","BVXX229",4200284
"경상북도","울진군","울진군","울진군","Gyeongsangbuk-do","Uljin-gun","Uljin-gun","Uljin-gun","Uljin-gun Gyeongsangbuk-do",2020,NA,37620,37420,37620,37620,"A1418","A1318","BVXX239",4200285
"경상북도","울릉군","울릉군","울릉군","Gyeongsangbuk-do","Ulleung-gun","Ulleung-gun","Ulleung-gun","Ulleung-gun Gyeongsangbuk-do",2020,NA,37630,37430,37630,37630,"A1417","A1317","BVXX238",4200286
"경상남도","진주시","진주시","진주시","Gyeongsangnam-do","Jinju-si","Jinju-si","Jinju-si","Jinju-si Gyeongsangnam-do",2020,NA,38030,38030,38030,38030,"A1711","A1611","BVXX257",4200293
"경상남도","통영시","통영시","통영시","Gyeongsangnam-do","Tongyeong-si","Tongyeong-si","Tongyeong-si","Tongyeong-si Gyeongsangnam-do",2020,NA,38050,38050,38050,38050,"A1714","A1614","BVXX264",4200295
"경상남도","사천시","사천시","사천시","Gyeongsangnam-do","Sacheon-si","Sacheon-si","Sacheon-si","Sacheon-si Gyeongsangnam-do",2020,NA,38060,38060,38060,38060,"A1707","A1607","BVXX253",4200297
"경상남도","김해시","김해시","김해시","Gyeongsangnam-do","Gimhae-si","Gimhae-si","Gimhae-si","Gimhae-si Gyeongsangnam-do",2020,NA,38070,38070,38070,38070,"A1704","A1604","BVXX250",4200299
"경상남도","밀양시","밀양시","밀양시","Gyeongsangnam-do","Miryang-si","Miryang-si","Miryang-si","Miryang-si Gyeongsangnam-do",2020,NA,38080,38080,38080,38080,"A1706","A1606","BVXX252",4200301
"경상남도","거제시","거제시","거제시","Gyeongsangnam-do","Geoje-si","Geoje-si","Geoje-si","Geoje-si Gyeongsangnam-do",2020,NA,38090,38090,38090,38090,"A1701","A1601","BVXX247",4200302
"경상남도","양산시","양산시","양산시","Gyeongsangnam-do","Yangsan-si","Yangsan-si","Yangsan-si","Yangsan-si Gyeongsangnam-do",2020,NA,38100,38100,38100,38100,"A1709","A1609","BVXX255",4200303
"경상남도","창원시","창원시","","Gyeongsangnam-do","Changwon-si","Changwon-si","Changwon-si","Changwon-si Gyeongsangnam-do",2020,NA,38110,38110,38110,38110,"A1713","A1613",NA,NA
"경상남도","창원시","창원시","","Gyeongsangnam-do","Changwon-si","Changwon-si","Changwon-si","Changwon-si Gyeongsangnam-do",2010,NA,38010,38010,38010,38010,"A1713","A1613",NA,NA
"경상남도","창원시 의창구","창원시","의창구","Gyeongsangnam-do","Changwon-si","Uichang-gu","Uichang-gu Changwon-si","Uichang-gu Changwon-si Gyeongsangnam-do",2020,NA,38111,38111,38111,38111,"A1713","A1613","BVXX262",4200316
"경상남도","창원시 성산구","창원시","성산구","Gyeongsangnam-do","Changwon-si","Seongsan-gu","Seongsan-gu Changwon-si","Seongsan-gu Changwon-si Gyeongsangnam-do",2020,NA,38112,38112,38112,38112,"A1713","A1613","BVXX261",4200315
"경상남도","창원시 마산합포구","창원시","마산합포구","Gyeongsangnam-do","Changwon-si","Masanhappo-gu","Masanhappo-gu Changwon-si","Masanhappo-gu Changwon-si Gyeongsangnam-do",2020,NA,38113,38113,38113,38113,"A1713","A1613","BVXX259",4200318
"경상남도","창원시 마산회원구","창원시","마산회원구","Gyeongsangnam-do","Changwon-si","Masanhoewon-gu","Masanhoewon-gu Changwon-si","Masanhoewon-gu Changwon-si Gyeongsangnam-do",2020,NA,38114,38114,38114,38114,"A1713","A1613","BVXX260",4200319
"경상남도","마산시","마산시","마산시","Gyeongsangnam-do","Masan-si","Masan-si","Masan-si","Masan-si Gyeongsangnam-do",2010,NA,38020,38020,38020,38020,"A1713","A1613",NA,NA
"경상남도","창원시 진해구","창원시","진해구","Gyeongsangnam-do","Changwon-si","Jinhae-gu","Jinhae-gu Changwon-si","Jinhae-gu Changwon-si Gyeongsangnam-do",2020,NA,38115,38115,38115,38115,"A1713","A1613","BVXX263",4200317
"경상남도","진해시","진해시","진해시","Gyeongsangnam-do","Jinhae-si","Jinhae-si","Jinhae-si","Jinhae-si Gyeongsangnam-do",2010,NA,38040,38040,38040,38040,"A1713","A1613",NA,NA
"경상남도","의령군","의령군","의령군","Gyeongsangnam-do","Uiryeong-gun","Uiryeong-gun","Uiryeong-gun","Uiryeong-gun Gyeongsangnam-do",2020,NA,38510,38310,38510,38510,"A1710","A1610","BVXX256",4200305
"경상남도","함안군","함안군","함안군","Gyeongsangnam-do","Haman-gun","Haman-gun","Haman-gun","Haman-gun Gyeongsangnam-do",2020,NA,38520,38320,38520,38520,"A1716","A1616","BVXX266",4200306
"경상남도","창녕군","창녕군","창녕군","Gyeongsangnam-do","Changnyeong-gun","Changnyeong-gun","Changnyeong-gun","Changnyeong-gun Gyeongsangnam-do",2020,NA,38530,38330,38530,38530,"A1712","A1612","BVXX258",4200307
"경상남도","고성군","고성군","고성군","Gyeongsangnam-do","Goseong-gun","Goseong-gun","Goseong-gun","Goseong-gun Gyeongsangnam-do",2020,NA,38540,38340,38540,38540,"A1703","A1603","BVXX249",4200308
"경상남도","남해군","남해군","남해군","Gyeongsangnam-do","Namhae-gun","Namhae-gun","Namhae-gun","Namhae-gun Gyeongsangnam-do",2020,NA,38550,38350,38550,38550,"A1705","A1605","BVXX251",4200309
"경상남도","하동군","하동군","하동군","Gyeongsangnam-do","Hadong-gun","Hadong-gun","Hadong-gun","Hadong-gun Gyeongsangnam-do",2020,NA,38560,38360,38560,38560,"A1715","A1615","BVXX265",4200310
"경상남도","산청군","산청군","산청군","Gyeongsangnam-do","Sancheong-gun","Sancheong-gun","Sancheong-gun","Sancheong-gun Gyeongsangnam-do",2020,NA,38570,38370,38570,38570,"A1708","A1608","BVXX254",4200311
"경상남도","함양군","함양군","함양군","Gyeongsangnam-do","Hamyang-gun","Hamyang-gun","Hamyang-gun","Hamyang-gun Gyeongsangnam-do",2020,NA,38580,38380,38580,38580,"A1717","A1617","BVXX267",4200312
"경상남도","거창군","거창군","거창군","Gyeongsangnam-do","Geochang-gun","Geochang-gun","Geochang-gun","Geochang-gun Gyeongsangnam-do",2020,NA,38590,38390,38590,38590,"A1702","A1602","BVXX248",4200313
"경상남도","합천군","합천군","합천군","Gyeongsangnam-do","Hapcheon-gun","Hapcheon-gun","Hapcheon-gun","Hapcheon-gun Gyeongsangnam-do",2020,NA,38600,38400,38600,38600,"A1718","A1618","BVXX268",4200314
"제주특별자치도","제주시","제주시","제주시","Jeju-do","Jeju-si","Jeju-si","Jeju-si","Jeju-si Jeju-do",2020,NA,39010,39010,39010,39010,"A1801","A1701","BVXX271",4200322
"제주특별자치도","서귀포시","서귀포시","서귀포시","Jeju-do","Seogwipo-si","Seogwipo-si","Seogwipo-si","Seogwipo-si Jeju-do",2020,NA,39020,39020,39020,39020,"A1802","A1702","BVXX270",4200323
